spark.executor.cores,spark.executor.memory,spark.memory.fraction,spark.memory.storageFraction,spark.default.parallelism,spark.shuffle.compress,spark.shuffle.spill.compress,spark.broadcast.compress,spark.rdd.compress,spark.io.compression.codec,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.serializer,time
2,15361,0.341609373,0.592750546,299,TRUE,TRUE,FALSE,TRUE,snappy,38,62,org.apache.spark.serializer.KryoSerializer,268466
2,14010,0.106559973,0.532894707,200,TRUE,FALSE,FALSE,FALSE,snappy,76,59,org.apache.spark.serializer.JavaSerializer,269674
1,10110,0.426828235,0.858493269,261,TRUE,TRUE,FALSE,TRUE,snappy,89,62,org.apache.spark.serializer.JavaSerializer,269886
2,18095,0.559293469,0.252898638,18,TRUE,FALSE,TRUE,TRUE,lzf,25,58,org.apache.spark.serializer.KryoSerializer,270160
2,12230,0.793954915,0.667130116,141,FALSE,FALSE,TRUE,FALSE,snappy,68,19,org.apache.spark.serializer.KryoSerializer,270317
2,17289,0.746254821,0.807955408,353,FALSE,FALSE,TRUE,TRUE,lzf,86,29,org.apache.spark.serializer.JavaSerializer,270672
2,15168,0.199241437,0.117053832,124,FALSE,TRUE,FALSE,FALSE,lzf,42,9,org.apache.spark.serializer.KryoSerializer,270770
2,18722,0.632133761,0.432793442,300,FALSE,FALSE,FALSE,TRUE,lz4,61,58,org.apache.spark.serializer.KryoSerializer,271566
2,11730,0.279380223,0.592191111,281,TRUE,FALSE,TRUE,FALSE,lzf,8,21,org.apache.spark.serializer.JavaSerializer,274405
2,12376,0.857945389,0.672151444,296,TRUE,TRUE,TRUE,TRUE,snappy,53,31,org.apache.spark.serializer.JavaSerializer,278677
2,18280,0.239787159,0.689291653,174,FALSE,TRUE,TRUE,TRUE,snappy,57,13,org.apache.spark.serializer.JavaSerializer,279368
1,7125,0.117359804,0.128535156,298,FALSE,FALSE,FALSE,TRUE,lzf,8,39,org.apache.spark.serializer.JavaSerializer,280558
2,18465,0.67642093,0.415871196,292,TRUE,TRUE,TRUE,TRUE,lz4,11,54,org.apache.spark.serializer.JavaSerializer,280584
1,16681,0.795305918,0.110114306,19,FALSE,TRUE,TRUE,FALSE,lz4,11,21,org.apache.spark.serializer.JavaSerializer,446796
1,16381,0.809776101,0.253042846,147,FALSE,FALSE,TRUE,TRUE,lz4,61,19,org.apache.spark.serializer.KryoSerializer,455393
1,12513,0.592660531,0.554329603,91,FALSE,FALSE,FALSE,FALSE,lzf,70,20,org.apache.spark.serializer.KryoSerializer,458441
