spark.executor.cores,spark.executor.memory,spark.memory.fraction,spark.memory.storageFraction,spark.default.parallelism,spark.shuffle.compress,spark.shuffle.spill.compress,spark.broadcast.compress,spark.rdd.compress,spark.io.compression.codec,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.serializer,time
3,8478,0.414515796,0.880768195,19,FALSE,TRUE,FALSE,TRUE,snappy,54,13,org.apache.spark.serializer.KryoSerializer,262964
4,11164,0.659163083,0.585494576,28,TRUE,TRUE,TRUE,TRUE,lzf,14,26,org.apache.spark.serializer.KryoSerializer,262986
3,8377,0.623403571,0.412484694,11,TRUE,FALSE,TRUE,TRUE,lz4,50,56,org.apache.spark.serializer.KryoSerializer,263543
2,15073,0.5279673,0.384085288,90,FALSE,FALSE,FALSE,FALSE,snappy,28,50,org.apache.spark.serializer.KryoSerializer,264051
2,13328,0.414274289,0.268522416,151,FALSE,TRUE,TRUE,TRUE,lzf,12,14,org.apache.spark.serializer.KryoSerializer,264063
2,15605,0.417446452,0.552830453,24,TRUE,TRUE,FALSE,FALSE,lz4,41,16,org.apache.spark.serializer.JavaSerializer,265257
3,16673,0.7433494,0.239506062,84,TRUE,TRUE,FALSE,FALSE,snappy,81,21,org.apache.spark.serializer.KryoSerializer,265740
2,17616,0.377495107,0.441929168,16,TRUE,TRUE,TRUE,FALSE,lz4,49,16,org.apache.spark.serializer.KryoSerializer,266135
3,12329,0.475329096,0.230614586,115,TRUE,TRUE,FALSE,TRUE,lzf,54,17,org.apache.spark.serializer.JavaSerializer,266300
3,12358,0.197145359,0.328241341,31,FALSE,TRUE,TRUE,FALSE,lzf,45,33,org.apache.spark.serializer.KryoSerializer,266306
2,6372,0.655416394,0.733767188,63,TRUE,TRUE,TRUE,TRUE,lzf,14,21,org.apache.spark.serializer.JavaSerializer,266694
2,19268,0.381571255,0.794372739,121,TRUE,FALSE,TRUE,FALSE,lzf,26,29,org.apache.spark.serializer.KryoSerializer,267189
2,11175,0.611361879,0.774248898,156,TRUE,FALSE,TRUE,FALSE,lzf,79,27,org.apache.spark.serializer.JavaSerializer,268366
4,9572,0.77663811,0.620576529,17,FALSE,TRUE,FALSE,TRUE,snappy,44,12,org.apache.spark.serializer.KryoSerializer,268586
2,10771,0.707939423,0.785424964,108,TRUE,TRUE,FALSE,FALSE,snappy,82,57,org.apache.spark.serializer.JavaSerializer,269106
3,19329,0.121493981,0.579254892,17,FALSE,TRUE,FALSE,FALSE,lz4,29,27,org.apache.spark.serializer.KryoSerializer,270574
4,10356,0.436438898,0.305112779,11,TRUE,TRUE,FALSE,TRUE,lz4,14,50,org.apache.spark.serializer.JavaSerializer,270683
1,7934,0.197698245,0.189679372,166,TRUE,FALSE,TRUE,TRUE,lzf,34,62,org.apache.spark.serializer.KryoSerializer,271640
3,19764,0.494377095,0.4100095,106,TRUE,FALSE,FALSE,FALSE,snappy,40,30,org.apache.spark.serializer.KryoSerializer,271951
3,15055,0.261078849,0.405762521,23,FALSE,FALSE,TRUE,TRUE,lz4,86,43,org.apache.spark.serializer.JavaSerializer,272346
2,16076,0.151994832,0.143185235,145,TRUE,TRUE,TRUE,TRUE,lzf,61,38,org.apache.spark.serializer.KryoSerializer,273612
1,5608,0.542794904,0.472294502,15,TRUE,TRUE,TRUE,TRUE,snappy,45,10,org.apache.spark.serializer.KryoSerializer,273981
4,5899,0.405750776,0.233000954,13,TRUE,TRUE,FALSE,FALSE,lzf,41,61,org.apache.spark.serializer.KryoSerializer,274366
1,9609,0.648218358,0.251184244,140,TRUE,TRUE,TRUE,FALSE,lzf,54,31,org.apache.spark.serializer.KryoSerializer,274410
2,14079,0.157486596,0.461972011,153,TRUE,TRUE,TRUE,TRUE,snappy,9,54,org.apache.spark.serializer.KryoSerializer,274476
1,7098,0.268949187,0.274038692,155,TRUE,TRUE,FALSE,TRUE,lzf,78,12,org.apache.spark.serializer.KryoSerializer,275249
2,11035,0.151108849,0.876201363,31,TRUE,FALSE,TRUE,TRUE,snappy,30,12,org.apache.spark.serializer.KryoSerializer,275350
2,20474,0.10692626,0.836585236,24,FALSE,TRUE,FALSE,FALSE,snappy,32,8,org.apache.spark.serializer.KryoSerializer,275592
3,20317,0.878686405,0.737635148,134,TRUE,FALSE,FALSE,TRUE,snappy,82,17,org.apache.spark.serializer.KryoSerializer,276476
1,4914,0.649646621,0.537904188,195,TRUE,TRUE,TRUE,FALSE,snappy,36,56,org.apache.spark.serializer.KryoSerializer,276813
2,13918,0.850814581,0.439224469,35,TRUE,FALSE,TRUE,FALSE,lz4,17,13,org.apache.spark.serializer.KryoSerializer,277070
2,13620,0.479587976,0.177861545,61,TRUE,TRUE,FALSE,FALSE,snappy,80,61,org.apache.spark.serializer.KryoSerializer,279349
2,4535,0.109962104,0.687323899,67,TRUE,TRUE,TRUE,FALSE,lzf,53,43,org.apache.spark.serializer.KryoSerializer,279716
2,7143,0.148213769,0.427727225,18,TRUE,FALSE,TRUE,TRUE,snappy,45,31,org.apache.spark.serializer.KryoSerializer,279987
2,14110,0.11095661,0.312411914,8,FALSE,TRUE,FALSE,FALSE,lzf,10,51,org.apache.spark.serializer.KryoSerializer,280394
2,14198,0.452473974,0.817724546,182,TRUE,TRUE,FALSE,TRUE,lzf,23,30,org.apache.spark.serializer.JavaSerializer,281063
1,8210,0.51434991,0.527603746,28,TRUE,FALSE,FALSE,FALSE,lz4,41,26,org.apache.spark.serializer.JavaSerializer,282902
2,15293,0.888668785,0.202342776,62,TRUE,FALSE,FALSE,FALSE,snappy,18,11,org.apache.spark.serializer.JavaSerializer,283512
2,17644,0.68170064,0.785263303,33,FALSE,FALSE,FALSE,FALSE,lz4,51,63,org.apache.spark.serializer.JavaSerializer,285167
